transaction_id,origin_id,target_id,amount,transaction_count,kind,case_id,case_name,case_source
mt169,c1a104,c1a0,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt171,c1a83,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt173,c1a166,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt175,c1a5,c1a0,33875.0,5,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt177,c1a148,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt179,c1a84,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt181,c1a163,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt183,c1a149,c1a1,12980.9,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt185,c1a112,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt187,c1a150,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt189,c1a192,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt190,c1a78,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt192,c1a63,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt194,c1a154,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt196,c1a14,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt198,c1a55,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt200,c1a90,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt202,c1a56,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt204,c1a6,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt206,c1a44,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt208,c1a64,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt210,c1a193,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt212,c1a121,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt214,c1a135,c1a1,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt216,c1a184,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt218,c1a185,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt220,c1a65,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt222,c1a129,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt224,c1a122,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt226,c1a66,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt228,c1a164,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt230,c1a167,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt232,c1a57,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt234,c1a37,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt236,c1a7,c1a1,33875.0,5,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt238,c1a58,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt240,c1a59,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt242,c1a91,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt244,c1a67,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt246,c1a130,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt248,c1a8,c1a1,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt250,c1a186,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt252,c1a136,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt254,c1a123,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt256,c1a194,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt258,c1a92,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt260,c1a187,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt262,c1a168,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt264,c1a68,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt266,c1a188,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt267,c1a159,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt269,c1a155,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt270,c1a160,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt272,c1a95,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt274,c1a195,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt275,c1a183,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt276,c1a189,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt278,c1a96,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt280,c1a137,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt281,c1a85,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt282,c1a51,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt284,c1a124,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt285,c1a161,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt287,c1a156,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt289,c1a29,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt291,c1a169,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt293,c1a38,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt295,c1a105,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt296,c1a162,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt297,c1a81,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt299,c1a157,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt301,c1a113,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt303,c1a138,c1a0,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt305,c1a125,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt306,c1a53,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt307,c1a145,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt308,c1a164,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt310,c1a45,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt312,c1a15,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt314,c1a114,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt316,c1a30,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt318,c1a178,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt319,c1a185,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt321,c1a139,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt323,c1a39,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt325,c1a115,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt326,c1a60,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt327,c1a61,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt329,c1a40,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt331,c1a97,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt332,c1a54,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt334,c1a179,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt336,c1a180,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt338,c1a98,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt340,c1a106,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt341,c1a6,c1a1,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt343,c1a16,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt345,c1a107,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt347,c1a181,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt349,c1a99,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt351,c1a126,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt352,c1a175,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt354,c1a170,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt356,c1a76,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt358,c1a41,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt360,c1a116,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt362,c1a171,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt364,c1a77,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt365,c1a191,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt366,c1a192,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt368,c1a172,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt370,c1a31,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt371,c1a187,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt373,c1a32,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt374,c1a20,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt376,c1a100,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt377,c1a89,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt379,c1a140,c1a1,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt381,c1a101,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt383,c1a141,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt384,c1a11,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt385,c1a182,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt386,c1a94,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt387,c1a154,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt388,c1a34,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt390,c1a142,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt391,c1a26,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt393,c1a131,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt394,c1a95,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt395,c1a135,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt397,c1a108,c1a0,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt398,c1a97,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt400,c1a173,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt402,c1a132,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt403,c1a155,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt404,c1a72,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt405,c1a193,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt406,c1a27,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt407,c1a195,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt409,c1a133,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt410,c1a90,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt412,c1a134,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt413,c1a62,c1a0,8915.9,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt414,c1a28,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt415,c1a190,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt416,c1a122,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt418,c1a109,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt420,c1a110,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt421,c1a165,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt422,c1a29,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt423,c1a58,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt424,c1a166,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt425,c1a186,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt426,c1a167,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt427,c1a188,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt428,c1a98,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt429,c1a3,c1a0,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt430,c1a99,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt431,c1a40,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt432,c1a104,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt433,c1a73,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt434,c1a64,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt435,c1a65,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt436,c1a101,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt437,c1a66,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt438,c1a129,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt439,c1a25,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt440,c1a67,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt441,c1a169,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt442,c1a184,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt443,c1a156,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt444,c1a52,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
