account_id,name,case_id,case_name,case_source
c1a194,ne56_jorge_ortiz,c1,smurf_page245_original,guide_to_criminal_investigations
c1a195,ne3_jorge_ortiz,c1,smurf_page245_original,guide_to_criminal_investigations
c2a0,person1,c2,bell_page168_original,guide_to_criminal_investigations
c2a1,person2,c2,bell_page168_original,guide_to_criminal_investigations
c2a2,person3,c2,bell_page168_original,guide_to_criminal_investigations
c2a3,person4,c2,bell_page168_original,guide_to_criminal_investigations
c2a4,person5,c2,bell_page168_original,guide_to_criminal_investigations
c2a5,panorama_produce,c2,bell_page168_original,guide_to_criminal_investigations
c2a6,south_shore_shipping,c2,bell_page168_original,guide_to_criminal_investigations
c3a0,mother,c3,doe_page7_variation1,guide_to_criminal_investigations
c3a1,father,c3,doe_page7_variation1,guide_to_criminal_investigations
c3a2,uncle,c3,doe_page7_variation1,guide_to_criminal_investigations
c3a3,sister,c3,doe_page7_variation1,guide_to_criminal_investigations
c3a4,brother,c3,doe_page7_variation1,guide_to_criminal_investigations
c3a5,store_owner,c3,doe_page7_variation1,guide_to_criminal_investigations
c4a0,darien,c4,shell_example_page246_original,guide_to_criminal_investigations
c4a1,pacific,c4,shell_example_page246_original,guide_to_criminal_investigations
c4a2,central0,c4,shell_example_page246_original,guide_to_criminal_investigations
c4a3,central1,c4,shell_example_page246_original,guide_to_criminal_investigations
c4a4,central2,c4,shell_example_page246_original,guide_to_criminal_investigations
c4a5,san_fran,c4,shell_example_page246_original,guide_to_criminal_investigations
c5a0,hl_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a1,hl_account2,c5,holy_page292_original,guide_to_criminal_investigations
c5a2,hl_account3,c5,holy_page292_original,guide_to_criminal_investigations
c5a3,hl_account4,c5,holy_page292_original,guide_to_criminal_investigations
c5a4,shukri,c5,holy_page292_original,guide_to_criminal_investigations
c5a5,mohammed,c5,holy_page292_original,guide_to_criminal_investigations
c5a6,ghassan,c5,holy_page292_original,guide_to_criminal_investigations
c5a7,hamas_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a8,hamas_account2,c5,holy_page292_original,guide_to_criminal_investigations
c5a9,hamas_account3,c5,holy_page292_original,guide_to_criminal_investigations
c5a10,organization1_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a11,organization2_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a12,organization2_account2,c5,holy_page292_original,guide_to_criminal_investigations
c5a13,organization3_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a14,organization5_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a15,organization5_account2,c5,holy_page292_original,guide_to_criminal_investigations
c5a16,organization8_account1,c5,holy_page292_original,guide_to_criminal_investigations
c5a17,organization8_account2,c5,holy_page292_original,guide_to_criminal_investigations
c6a0,rkl_enterprises,c6,lee_page240_original,guide_to_criminal_investigations
c6a1,gift_shop,c6,lee_page240_original,guide_to_criminal_investigations
c6a2,kam_ling_trading_company,c6,lee_page240_original,guide_to_criminal_investigations
c6a3,ts_richard_lee,c6,lee_page240_original,guide_to_criminal_investigations
c6a4,wc_richard_lee,c6,lee_page240_original,guide_to_criminal_investigations
c7a0,wallace_account1,c7,wallace_page311_original,guide_to_criminal_investigations
c7a1,wallace_account2,c7,wallace_page311_original,guide_to_criminal_investigations
c7a2,wallace_account3,c7,wallace_page311_original,guide_to_criminal_investigations
c7a3,trust1_account1,c7,wallace_page311_original,guide_to_criminal_investigations
c7a4,trust1_account2,c7,wallace_page311_original,guide_to_criminal_investigations
c7a5,trust2_account1,c7,wallace_page311_original,guide_to_criminal_investigations
c7a6,trust2_account2,c7,wallace_page311_original,guide_to_criminal_investigations
c7a7,trust2_account3,c7,wallace_page311_original,guide_to_criminal_investigations
c7a8,trust3_account1,c7,wallace_page311_original,guide_to_criminal_investigations
c8a0,person1,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a1,person2,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a2,person3,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a3,person4,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a4,person5,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a5,person6,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a6,person7,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a7,person8,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a8,person9,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a9,american_shipbuilding,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c8a10,nixon_campaign,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
c9a0,us1,c9,best_egmont_group_page45_1,other
c9a1,us2,c9,best_egmont_group_page45_1,other
c9a2,c,c9,best_egmont_group_page45_1,other
c9a3,i,c9,best_egmont_group_page45_1,other
c9a4,j,c9,best_egmont_group_page45_1,other
c9a5,h,c9,best_egmont_group_page45_1,other
c9a6,s,c9,best_egmont_group_page45_1,other
c10a0,person1,c10,best_egmont_group_page90,other
c10a1,person2,c10,best_egmont_group_page90,other
c10a2,person3,c10,best_egmont_group_page90,other
c10a3,person4,c10,best_egmont_group_page90,other
c10a4,person5,c10,best_egmont_group_page90,other
c10a5,person6,c10,best_egmont_group_page90,other
c10a6,person7,c10,best_egmont_group_page90,other
c10a7,person8,c10,best_egmont_group_page90,other
c10a8,person9,c10,best_egmont_group_page90,other
c10a9,person10,c10,best_egmont_group_page90,other
c10a10,person11,c10,best_egmont_group_page90,other
c10a11,person12,c10,best_egmont_group_page90,other
c10a12,person13,c10,best_egmont_group_page90,other
c10a13,person14,c10,best_egmont_group_page90,other
c10a14,person15,c10,best_egmont_group_page90,other
c10a15,person16,c10,best_egmont_group_page90,other
c10a16,person17,c10,best_egmont_group_page90,other
c10a17,person18,c10,best_egmont_group_page90,other
c10a18,person19,c10,best_egmont_group_page90,other
c10a19,person20,c10,best_egmont_group_page90,other
c10a20,person21,c10,best_egmont_group_page90,other
c10a21,person22,c10,best_egmont_group_page90,other
c10a22,person23,c10,best_egmont_group_page90,other
c10a23,person24,c10,best_egmont_group_page90,other
c10a24,person25,c10,best_egmont_group_page90,other
c10a25,person26,c10,best_egmont_group_page90,other
c10a26,person27,c10,best_egmont_group_page90,other
c10a27,person28,c10,best_egmont_group_page90,other
c10a28,person29,c10,best_egmont_group_page90,other
c10a29,person30,c10,best_egmont_group_page90,other
c10a30,person31,c10,best_egmont_group_page90,other
c10a31,person32,c10,best_egmont_group_page90,other
c10a32,person33,c10,best_egmont_group_page90,other
c10a33,person34,c10,best_egmont_group_page90,other
c10a34,person35,c10,best_egmont_group_page90,other
c10a35,person36,c10,best_egmont_group_page90,other
c10a36,person37,c10,best_egmont_group_page90,other
c10a37,person38,c10,best_egmont_group_page90,other
c10a38,person39,c10,best_egmont_group_page90,other
c10a39,mid1,c10,best_egmont_group_page90,other
c10a40,mid2,c10,best_egmont_group_page90,other
c10a41,mid3,c10,best_egmont_group_page90,other
c10a42,top1,c10,best_egmont_group_page90,other
c10a43,top2,c10,best_egmont_group_page90,other
c11a0,rec1,c11,best_egmont_group_page89,other
c11a1,rec2,c11,best_egmont_group_page89,other
c11a2,rec3,c11,best_egmont_group_page89,other
c11a3,rec4,c11,best_egmont_group_page89,other
c11a4,rec5,c11,best_egmont_group_page89,other
c11a5,rec6,c11,best_egmont_group_page89,other
c11a6,rec7,c11,best_egmont_group_page89,other
c11a7,rec8,c11,best_egmont_group_page89,other
c11a8,top,c11,best_egmont_group_page89,other
c12a0,us1,c12,best_egmont_group_page45_2,other
c12a1,us2,c12,best_egmont_group_page45_2,other
c12a2,b,c12,best_egmont_group_page45_2,other
c12a3,d,c12,best_egmont_group_page45_2,other
c12a4,e,c12,best_egmont_group_page45_2,other
c12a5,f,c12,best_egmont_group_page45_2,other
c12a6,g,c12,best_egmont_group_page45_2,other
c12a7,h,c12,best_egmont_group_page45_2,other
c13a0,person1,c13,best_egmont_group_page17,other
c13a1,person2,c13,best_egmont_group_page17,other
c13a2,person3,c13,best_egmont_group_page17,other
c13a3,person4,c13,best_egmont_group_page17,other
c13a4,person5,c13,best_egmont_group_page17,other
c13a5,person6,c13,best_egmont_group_page17,other
c13a6,person7,c13,best_egmont_group_page17,other
c13a7,person8,c13,best_egmont_group_page17,other
c13a8,person9,c13,best_egmont_group_page17,other
c13a9,savings_account,c13,best_egmont_group_page17,other
c14a0,person1,c14,malawi_report_page18,other
c14a1,person2,c14,malawi_report_page18,other
c14a2,person3,c14,malawi_report_page18,other
c14a3,person4,c14,malawi_report_page18,other
c14a4,person5,c14,malawi_report_page18,other
c14a5,lennox,c14,malawi_report_page18,other
